,wavenumber (cm^-1),Unblocked Integrated OD
864,17323.54844709854,0.028871
865,17323.54844709854,0.034033
866,17323.548451591647,0.029053
867,17323.548532524303,0.029914
868,17323.54868204441,0.035162
869,17323.548695687183,0.032665
870,17323.54900018784,0.035554
871,17323.549041342976,0.03601
872,17323.549041342976,0.038996
873,17323.549076400563,0.039135
874,17323.549289818206,0.042031
875,17323.549450682825,0.040936
876,17323.54945726738,0.039189
877,17323.54945726738,0.043479
878,17323.549462611078,0.035367
879,17323.54979242258,0.04318
880,17323.549814411122,0.039259
881,17323.54981560528,0.042298
882,17323.54981560528,0.04381
883,17323.550144559522,0.038766
884,17323.550304310036,0.037858
885,17323.550304310036,0.042821
886,17323.55039539972,0.036892
887,17323.550409406078,0.040645
888,17323.550621219278,0.034695
889,17323.550695453967,0.03579
890,17323.550725781613,0.034194
891,17323.55088606917,0.036687
892,17323.55108224155,0.031807
893,17323.551127662973,0.009682
894,17323.55117440197,0.031584
895,17323.55148664465,0.025229
896,17323.551522449423,0.028046
897,17323.551522449423,0.031592
898,17323.551702700788,0.027766
899,17323.551875326877,0.024484
900,17323.55192136873,0.020909
901,17323.551995553385,0.018852
902,17323.55211035614,0.018072
903,17323.55211035614,0.018873
904,17323.552202072922,0.016669
905,17323.552505329382,0.01555
906,17323.552525560048,0.018431
907,17323.552682805497,0.016327
908,17323.552797691642,0.016757
909,17323.55281973356,0.014351
910,17323.55281973356,0.017185
911,17323.552974313832,0.01503
912,17323.553172067306,0.016433
913,17323.553172067306,0.017072
914,17323.55326628582,0.016713
915,17323.553375991713,0.018402
916,17323.553375991713,0.018577
917,17323.553527730022,0.019531
918,17323.553683464426,0.018025
919,17323.5537736735,0.019043
920,17323.5537736735,0.024399
921,17323.553874853496,0.020301
922,17323.55404033131,0.026795
923,17323.55404033131,0.026861
924,17323.554057429803,0.029436
925,17323.554290744545,0.029613
926,17323.55437216087,0.032485
927,17323.554521250677,0.031875
928,17323.55456443055,0.022603
929,17323.554782361316,0.038937
930,17323.55481426672,0.037179
931,17323.55481426672,0.040077
932,17323.55505042343,0.034921
933,17323.555167197548,0.04199
934,17323.555264268038,0.043878
935,17323.555320063304,0.041318
936,17323.555490384464,0.048113
937,17323.55550120195,0.044002
938,17323.555632883046,0.048584
939,17323.555738285966,0.050636
940,17323.555852601716,0.054021
941,17323.55594031573,0.052096
942,17323.556016381688,0.057096
943,17323.556016381688,0.060751
944,17323.55623465269,0.053581
945,17323.556503708824,0.052728
946,17323.55663395893,0.063105
947,17323.556801187955,0.064669
948,17323.556801187955,0.067338
949,17323.55692234177,0.065875
950,17323.557061024378,0.070003
951,17323.55715375853,0.064669
952,17323.557209500428,0.060586
953,17323.557359610943,0.064245
954,17323.557431637437,0.066594
955,17323.557431637437,0.075133
956,17323.55759934012,0.079618
957,17323.557749940974,0.061651
958,17323.557749940974,0.078698
959,17323.557875481158,0.066006
960,17323.558073474796,0.055265
961,17323.558073474796,0.059732
962,17323.558289154007,0.058516
963,17323.558289154007,0.070673
964,17323.55849667757,0.06456
965,17323.5585032688,0.036975
966,17323.558634422865,0.046869
967,17323.558808610036,0.033182
968,17323.558898155316,0.068438
969,17323.559029966505,0.106692
970,17323.55915014965,0.10674
971,17323.559257644014,0.035645
972,17323.559257644014,0.10236
973,17323.559352462944,0.040664
974,17323.55951196662,0.07816
975,17323.55951196662,0.106264
976,17323.559637997143,0.107144
977,17323.55985879656,0.110338
978,17323.55994083665,0.11103
979,17323.55994083665,0.114004
980,17323.55994083665,0.114698
981,17323.560174511644,0.111346
982,17323.5602320281,0.113434
983,17323.560363785917,0.11196
984,17323.560454658782,0.11595
985,17323.560454658782,0.11634
986,17323.560454658782,0.124463
987,17323.560768048923,0.131324
988,17323.560877861557,0.127964
989,17323.560950351708,0.13003
990,17323.561112724037,0.128298
991,17323.56122482826,0.124631
992,17323.561303129092,0.134135
993,17323.561303129092,0.14089
994,17323.561475138093,0.144583
995,17323.561602232683,0.138917
996,17323.561602232683,0.149467
997,17323.561785195925,0.139083
998,17323.561785195925,0.160289
999,17323.561785195925,0.163586
1000,17323.562039975517,0.149476
1001,17323.562039975517,0.161323
1002,17323.562327137508,0.163661
1003,17323.562327137508,0.176726
1004,17323.56247940952,0.188552
1005,17323.56253210264,0.185815
1006,17323.56253210264,0.18866
1007,17323.56253210264,0.190275
1008,17323.56253210264,0.202855
1009,17323.56253210264,0.204742
1010,17323.56253210264,0.213675
1011,17323.562586246313,0.230152
1012,17323.56269453366,0.240635
1013,17323.56280282101,0.261713
1014,17323.562911108358,0.247846
1015,17323.563019395704,0.257863
1016,17323.563127683054,0.276443
1017,17323.5632359704,0.282844
1018,17323.56334425775,0.295097
1019,17323.5634525451,0.310086
1020,17323.563560832445,0.305536
1021,17323.563669119794,0.304275
1022,17323.56377740714,0.315908
1023,17323.56388569449,0.312885
1024,17323.56399398184,0.309811
1025,17323.564102269185,0.313803
1026,17323.564210556535,0.268999
1027,17323.56431884388,0.290413
1028,17323.56442713123,0.289508
1029,17323.56453541858,0.288663
1030,17323.564643705926,0.290723
1031,17323.564751993275,0.265982
1032,17323.56486028062,0.258767
1033,17323.56496856797,0.211957
1034,17323.56507685532,0.237629
1035,17323.565185142666,0.206776
1036,17323.565293430016,0.213114
1037,17323.565401717362,0.196523
1038,17323.56551000471,0.179486
1039,17323.56561829206,0.15748
1040,17323.565726579407,0.157944
1041,17323.565834866757,0.121578
1042,17323.565943154106,0.13561
1043,17323.566051441452,0.123128
1044,17323.5661597288,0.128303
1045,17323.566268016148,0.125812
1046,17323.566376303497,0.112177
1047,17323.566484590847,0.111535
1048,17323.566592878193,0.113682
1049,17323.566701165542,0.109124
1050,17323.56680945289,0.107774
1051,17323.566917740238,0.098374
1052,17323.567026027587,0.102441
1053,17323.567134314933,0.103396
1054,17323.567242602283,0.104441
1055,17323.56735088963,0.097998
1056,17323.56745917698,0.099602
1057,17323.567567464328,0.093635
1058,17323.567675751674,0.094321
1059,17323.567784039024,0.092922
1060,17323.56789232637,0.100904
1061,17323.56800061372,0.08947
1062,17323.56810890107,0.088805
1063,17323.568217188415,0.09765
1064,17323.568325475764,0.089761
1065,17323.56843376311,0.094393
1066,17323.56854205046,0.082328
1067,17323.56857729034,0.131029
1068,17323.56857729034,0.137286
1069,17323.56865033781,0.093839
1070,17323.568708094168,0.116267
1071,17323.568708094168,0.141789
1072,17323.568758625155,0.096736
1073,17323.568866912505,0.09946
1074,17323.56897519985,0.101507
1075,17323.5690834872,0.103331
1076,17323.5690834872,0.119683
1077,17323.5690834872,0.123098
1078,17323.569218607343,0.160133
1079,17323.569586411795,0.178244
1080,17323.56987875404,0.145872
1081,17323.57006041638,0.151576
1082,17323.570098609467,0.163308
1083,17323.57014980155,0.166913
1084,17323.57017802441,0.191046
1085,17323.570204986394,0.194829
1086,17323.5703000088,0.17864
1087,17323.570413660756,0.17688
1088,17323.570492908915,0.192105
1089,17323.570492908915,0.194754
1090,17323.570684915077,0.190091
1091,17323.5707286987,0.184323
1092,17323.570783526633,0.205779
1093,17323.57109858459,0.17052
1094,17323.571191792405,0.185908
1095,17323.571208757476,0.207748
1096,17323.57121307046,0.193778
1097,17323.57159116536,0.176769
1098,17323.57159116536,0.191159
1099,17323.571683312442,0.193177
1100,17323.57184379013,0.163122
1101,17323.57198136197,0.15764
1102,17323.57198783311,0.13456
1103,17323.572103523147,0.114905
1104,17323.572257666452,0.093414
1105,17323.572257666452,0.09824
1106,17323.57232811185,0.122135
1107,17323.572358259375,0.104932
1108,17323.57258185406,0.089145
1109,17323.57259262151,0.131822
1110,17323.572781919134,0.069243
1111,17323.57290120499,0.063744
1112,17323.573002585126,0.087669
1113,17323.573063053624,0.068606
1114,17323.57325225785,0.066678
1115,17323.57330110831,0.076605
1116,17323.573392097926,0.062516
1117,17323.573451739187,0.061279
1118,17323.573451739187,0.062113
1119,17323.573572909678,0.059577
1120,17323.57395587128,0.072299
1121,17323.573968423298,0.067437
1122,17323.57402979242,0.062819
1123,17323.57402979242,0.067649
1124,17323.574148077583,0.076673
1125,17323.57416642361,0.071144
1126,17323.574317734954,0.077868
1127,17323.574317734954,0.094129
1128,17323.574373149957,0.097873
1129,17323.574422430716,0.129184
1130,17323.574603155743,0.094416
1131,17323.57492719992,0.112552
1132,17323.574946129684,0.108283
1133,17323.575008102554,0.083652
1134,17323.575164674206,0.113776
1135,17323.575173820533,0.141347
1136,17323.57526822918,0.119294
1137,17323.57528164179,0.125839
1138,17323.575452479978,0.131846
1139,17323.575812275554,0.134398
1140,17323.57584573537,0.134939
1141,17323.57598497503,0.135724
1142,17323.5761450958,0.133471
1143,17323.57620023061,0.128593
1144,17323.57623042483,0.137669
1145,17323.57623042483,0.138437
1146,17323.576384488082,0.131369
1147,17323.57650892417,0.111677
1148,17323.57650892417,0.119577
1149,17323.576757939773,0.117521
1150,17323.576854996914,0.098763
1151,17323.57695915564,0.078457
1152,17323.577002035305,0.089655
1153,17323.577002035305,0.108975
1154,17323.577165028066,0.105585
1155,17323.577214882553,0.083673
1156,17323.577324571772,0.056143
1157,17323.577397955873,0.021954
1158,17323.577409890797,0.08034
1159,17323.577517441867,0.071244
1160,17323.577752434434,0.026765
1161,17323.577768235366,0.03312
1162,17323.577768235366,0.036661
1163,17323.57779276567,0.05942
1164,17323.57779276567,0.06691
1165,17323.577859351735,0.028929
1166,17323.57793814291,0.025935
1167,17323.578015393017,0.048451
1168,17323.578111179286,0.022185
1169,17323.57828182734,0.028601
1170,17323.57833624165,0.024426
1171,17323.57834498103,0.043397
1172,17323.57840912207,0.018845
1173,17323.578604043585,0.015611
1174,17323.578775505535,0.017998
1175,17323.578775505535,0.019225
1176,17323.578924275123,0.014009
1177,17323.578924275123,0.015159
1178,17323.578972074858,0.017575
1179,17323.579073631783,0.013695
1180,17323.57916700638,0.014457
1181,17323.579748155087,0.010794
1182,17323.579982407147,0.011378
1183,17323.58007305319,0.01148
1184,17323.58010314067,0.015923
1185,17323.580252157095,0.012664
1186,17323.580525472844,0.012068
1187,17323.580568539302,0.01132
1188,17323.58068915608,0.012845
1189,17323.58077984215,0.010787
1190,17323.580830490522,0.011377
1191,17323.58089012511,0.011661
1192,17323.58106016608,0.011045
1193,17323.58124157825,0.012352
1194,17323.581332287667,0.009262
1195,17323.58133775145,0.004315
1196,17323.58136462671,0.011713
1197,17323.58145627011,0.011608
1198,17323.58176439994,0.012249
1199,17323.582141183935,0.010848
1200,17323.58229356602,0.014281
1201,17323.582407688304,0.015302
1202,17323.582447772704,0.012285
1203,17323.582582489234,0.020659
1204,17323.582595541597,0.014904
1205,17323.582758894605,0.020042
1206,17323.582770856214,0.020958
1207,17323.582770856214,0.021225
1208,17323.582834313445,0.015934
1209,17323.582855948414,0.028153
1210,17323.582908351334,0.036534
1211,17323.582908351334,0.03801
1212,17323.583100497595,0.029232
1213,17323.58331162699,0.031346
1214,17323.583667243005,0.058058
1215,17323.583667243005,0.059798
1216,17323.583733729003,0.052921
1217,17323.583776058287,0.062755
1218,17323.583905491163,0.04423
1219,17323.583905491163,0.044707
1220,17323.583905491163,0.050101
1221,17323.58396847807,0.067902
1222,17323.58398501951,0.063691
1223,17323.58398501951,0.069392
1224,17323.584130633582,0.067169
1225,17323.584819953794,0.070108
1226,17323.585085010494,0.068573
1227,17323.585085010494,0.070658
1228,17323.585112969835,0.067933
1229,17323.585301560306,0.074339
1230,17323.585369634064,0.071769
1231,17323.585369634064,0.07479
1232,17323.585498653323,0.061611
1233,17323.585498653323,0.063222
1234,17323.585510481505,0.06968
1235,17323.585908486846,0.064275
1236,17323.58592679618,0.056327
1237,17323.586018322832,0.057736
1238,17323.586018322832,0.060549
1239,17323.586118448766,0.053814
1240,17323.586118448766,0.056596
1241,17323.58614121118,0.054919
1242,17323.586464865086,0.05024
1243,17323.58656855682,0.047756
1244,17323.58661330778,0.048328
1245,17323.58661330778,0.049739
1246,17323.586682298843,0.051311
1247,17323.586759705726,0.050692
1248,17323.586934336538,0.054086
1249,17323.58704640073,0.059532
1250,17323.58707895992,0.053523
1251,17323.587110915363,0.059974
1252,17323.587209143316,0.059306
1253,17323.587652229846,0.064276
1254,17323.587779731388,0.066918
1255,17323.587858112278,0.062733
1256,17323.58795713745,0.069174
1257,17323.58814729567,0.080994
1258,17323.588205439228,0.06156
1259,17323.58824336213,0.071324
1260,17323.58824336213,0.075605
1261,17323.588303930697,0.07826
1262,17323.588551675424,0.070762
1263,17323.588551675424,0.082863
1264,17323.58866985051,0.073527
1265,17323.588698850574,0.074878
1266,17323.58883440435,0.081631
1267,17323.588837016156,0.082286
1268,17323.589028058323,0.083075
1269,17323.589089260662,0.083184
1270,17323.589429736203,0.082482
1271,17323.589465227426,0.086641
1272,17323.589624684406,0.077242
1273,17323.58975717606,0.077564
1274,17323.58975717606,0.082125
1275,17323.589895902034,0.076729
1276,17323.590250417292,0.073483
1277,17323.590250417292,0.077865
1278,17323.59032695357,0.07844
1279,17323.590497114623,0.072539
1280,17323.591359611306,0.052864
1281,17323.591805980104,0.055428
1282,17323.591822598268,0.054569
1283,17323.59209472653,0.043442
1284,17323.59211283906,0.058044
1285,17323.592132616075,0.049548
1286,17323.592271902435,0.04759
1287,17323.592391568553,0.035706
1288,17323.59256441146,0.038459
1289,17323.59261304177,0.037908
1290,17323.592713141017,0.047122
1291,17323.59283355432,0.031883
1292,17323.592962293384,0.033133
1293,17323.592994555704,0.030113
1294,17323.5930419585,0.030136
1295,17323.5930419585,0.030274
1296,17323.59323741038,0.027105
1297,17323.59331305271,0.028215
1298,17323.593349888193,0.025442
1299,17323.593636973466,0.030588
1300,17323.593869274173,0.035772
1301,17323.594103446176,0.033656
1302,17323.594103446176,0.036579
1303,17323.594152466754,0.039317
1304,17323.594285849027,0.037553
1305,17323.59445371516,0.042492
1306,17323.59459414898,0.042888
1307,17323.59459414898,0.045589
1308,17323.59465344,0.045814
1309,17323.594658446793,0.050314
1310,17323.594860319787,0.054598
1311,17323.594860319787,0.05643
1312,17323.594982394236,0.056826
1313,17323.59512695758,0.054034
1314,17323.59512695758,0.057909
1315,17323.5952657536,0.054614
1316,17323.595281944803,0.054635
1317,17323.59559859386,0.052118
1318,17323.59559859386,0.053562
1319,17323.595911527016,0.045588
1320,17323.595946974874,0.045376
1321,17323.595966781908,0.044669
1322,17323.595966781908,0.047999
1323,17323.59634255854,0.045126
1324,17323.59634304221,0.040904
1325,17323.59634304221,0.045159
1326,17323.596424702035,0.043767
1327,17323.596424702035,0.044667
1328,17323.596424702035,0.047879
1329,17323.596843318304,0.046928
1330,17323.597073674333,0.047484
1331,17323.597273018906,0.049753
1332,17323.597273018906,0.050898
1333,17323.597329898257,0.052294
1334,17323.597552198713,0.051353
1335,17323.597552198713,0.055924
1336,17323.597634975977,0.052787
1337,17323.597899835877,0.057758
1338,17323.597977075977,0.05671
1339,17323.597977075977,0.060678
1340,17323.598157257296,0.061233
1341,17323.59824092184,0.060835
1342,17323.598411179628,0.061258
1343,17323.598411179628,0.065395
1344,17323.598550522693,0.060876
1345,17323.59858167758,0.064442
1346,17323.59871822204,0.062106
1347,17323.59871822204,0.07556
1348,17323.599049014218,0.071041
1349,17323.599322216556,0.070844
1350,17323.59933354773,0.066857
1351,17323.599430981798,0.062202
1352,17323.599473064245,0.06326
1353,17323.599477443942,0.062297
1354,17323.599477443942,0.067617
1355,17323.599752324106,0.057677
1356,17323.599896784046,0.065759
1357,17323.599953740115,0.063573
1358,17323.600033451927,0.056213
1359,17323.600143307925,0.051207
1360,17323.600143307925,0.058661
1361,17323.600344727267,0.056928
1362,17323.600534598623,0.053439
1363,17323.600563201744,0.052341
1364,17323.600563201744,0.05633
1365,17323.600747105636,0.055446
1366,17323.600751171783,0.056682
1367,17323.60095435568,0.050415
1368,17323.601042576713,0.056073
1369,17323.60115388705,0.05198
1370,17323.60120552611,0.055826
1371,17323.601352824677,0.050643
1372,17323.601407108898,0.052305
1373,17323.601637728443,0.062324
1374,17323.601681305256,0.061693
1375,17323.60178361937,0.064993
1376,17323.601852553726,0.063748
1377,17323.60204768872,0.066241
1378,17323.602069540506,0.077353
1379,17323.602132987733,0.08317
1380,17323.60231090415,0.082782
1381,17323.60240123664,0.088814
1382,17323.602424522753,0.076669
1383,17323.60252152986,0.082987
1384,17323.60252152986,0.083196
1385,17323.602721468178,0.083925
1386,17323.602721468178,0.088173
1387,17323.603031332546,0.085252
1388,17323.603031332546,0.098239
1389,17323.603256301514,0.092929
1390,17323.60333803139,0.080335
1391,17323.60333803139,0.088642
1392,17323.603467577675,0.085891
1393,17323.603673430087,0.070559
1394,17323.603828237185,0.071863
1395,17323.603828237185,0.072796
1396,17323.60389243493,0.065918
1397,17323.6039984416,0.05853
1398,17323.604120382624,0.027539
1399,17323.60415891595,0.035931
1400,17323.60415891595,0.044379
1401,17323.604274976242,0.030737
1402,17323.604583603083,0.037809
1403,17323.604583603083,0.039831
1404,17323.60478857155,0.03625
1405,17323.60486047129,0.029633
1406,17323.605018587343,0.025626
1407,17323.605018587343,0.030677
1408,17323.605278313687,0.033931
1409,17323.605296783135,0.025434
1410,17323.605296783135,0.040877
1411,17323.60565073133,0.024053
1412,17323.60565073133,0.031151
1413,17323.60576851281,0.009447
1414,17323.60576851281,0.010919
1415,17323.60576851281,0.0141
1416,17323.60576851281,0.015965
1417,17323.60618969419,0.006701
1418,17323.60618969419,0.009386
1419,17323.606451338528,0.003088
1420,17323.606451338528,0.006786
1421,17323.60660309685,0.018629
1422,17323.606677198113,0.022163
1423,17323.60679330177,0.017131
1424,17323.60679330177,0.019101
1425,17323.60706109703,0.020239
1426,17323.60720130403,0.009842
1427,17323.60720130403,0.014981
1428,17323.607261832567,0.01097
1429,17323.607403457212,0.016187
1430,17323.607436840306,0.016453
1431,17323.607643903553,0.013602
1432,17323.60774788549,0.012804
1433,17323.60789509733,0.011466
1434,17323.607986377145,0.012312
1435,17323.608074644875,0.009893
1436,17323.608254462608,0.008757
1437,17323.608277588606,0.008357
1438,17323.608277588606,0.010743
1439,17323.608535133444,0.012039
1440,17323.608650413196,0.007436
1441,17323.608650413196,0.009653
1442,17323.608828306264,0.008288
1443,17323.608828306264,0.008644
1444,17323.608828306264,0.009867
1445,17323.609204733344,0.008511
1446,17323.609204733344,0.010503
1447,17323.609367956265,0.009474
1448,17323.609367956265,0.012901
1449,17323.609367956265,0.013432
1450,17323.609367956265,0.014217
1451,17323.609951626717,0.013293
1452,17323.610086376604,0.01658
1453,17323.610122601665,0.01515
1454,17323.610174384157,0.019744
1455,17323.610174384157,0.0201
1456,17323.610427949574,0.024315
1457,17323.610427949574,0.024913
1458,17323.61079235834,0.02769
1459,17323.61079235834,0.032265
1460,17323.61079895624,0.027639
1461,17323.61079895624,0.036958
1462,17323.61079895624,0.038835
1463,17323.61079895624,0.044208
1464,17323.61079895624,0.04966
1465,17323.611468422714,0.05004
1466,17323.611607649033,0.055246
1467,17323.611607649033,0.055319
1468,17323.611607649033,0.058654
1469,17323.61166538219,0.065148
1470,17323.6117808485,0.062314
1471,17323.61189631481,0.075454
1472,17323.612011781122,0.070443
1473,17323.612127247437,0.083046
1474,17323.61224271375,0.073087
1475,17323.61235818006,0.084743
1476,17323.61247364637,0.090612
1477,17323.612589112683,0.094013
1478,17323.612704578994,0.09169
1479,17323.612820045306,0.088449
1480,17323.612935511617,0.101204
1481,17323.61305097793,0.083867
1482,17323.613166444244,0.094553
1483,17323.613281910555,0.102408
1484,17323.613397376866,0.087686
1485,17323.613512843178,0.100941
1486,17323.61362830949,0.091585
1487,17323.6137437758,0.092711
1488,17323.613859242112,0.09628
1489,17323.613974708423,0.096085
1490,17323.614090174735,0.103499
1491,17323.61420564105,0.105984
1492,17323.61432110736,0.114403
1493,17323.614436573673,0.117239
1494,17323.614552039984,0.120309
1495,17323.614667506296,0.117113
1496,17323.614782972607,0.112603
1497,17323.61489843892,0.118159
1498,17323.61501390523,0.106529
1499,17323.615129371545,0.109003
1500,17323.615244837856,0.105671
1501,17323.615360304168,0.113457
1502,17323.61547577048,0.094663
1503,17323.61559123679,0.096454
1504,17323.6157067031,0.07828
1505,17323.615822169413,0.088797
1506,17323.615937635725,0.085231
1507,17323.616053102036,0.075005
1508,17323.61616856835,0.07616
1509,17323.616284034662,0.065255
1510,17323.616399500974,0.063262
1511,17323.616514967285,0.059455
1512,17323.616630433597,0.047671
1513,17323.616745899908,0.056154
1514,17323.61686136622,0.04902
1515,17323.61697683253,0.045124
1516,17323.617092298842,0.043828
1517,17323.617207765157,0.045653
1518,17323.61732323147,0.04351
1519,17323.61743869778,0.047079
1520,17323.61755416409,0.0489
1521,17323.617669630403,0.045618
1522,17323.617785096714,0.051836
1523,17323.617900563026,0.049529
1524,17323.618016029337,0.05316
1525,17323.618131495652,0.054563
1526,17323.618246961963,0.053438
1527,17323.618362428275,0.058408
1528,17323.618477894586,0.075162
1529,17323.618593360898,0.064179
1530,17323.618593360898,0.07118
1531,17323.618593360898,0.072154
1532,17323.618593360898,0.081926
1533,17323.618593360898,0.084094
1534,17323.61990942469,0.098247
1535,17323.619977755297,0.086193
1536,17323.620036038952,0.095407
1537,17323.620036038952,0.096651
1538,17323.620103782483,0.088411
1539,17323.620183761148,0.097871
1540,17323.62039943702,0.116879
1541,17323.620434517954,0.090384
1542,17323.620531485038,0.111763
1543,17323.62056375403,0.115169
1544,17323.62057303712,0.121356
1545,17323.62065874641,0.133048
1546,17323.620956122137,0.131123
1547,17323.620985288984,0.117193
1548,17323.621291717638,0.191408
1549,17323.621710497355,0.193939
1550,17323.62172909689,0.127938
1551,17323.62172909689,0.173191
1552,17323.62203977515,0.124545
1553,17323.622070423018,0.213786
1554,17323.62210367269,0.137017
1555,17323.62222778188,0.218182
1556,17323.62222778188,0.224113
1557,17323.622490903912,0.218866
1558,17323.622592427477,0.214829
1559,17323.622607798112,0.224896
1560,17323.622607798112,0.228615
1561,17323.62275031337,0.21917
1562,17323.62289005338,0.218968
1563,17323.623275750208,0.195137
1564,17323.623303956385,0.200193
1565,17323.62338859494,0.158104
1566,17323.62338859494,0.170946
1567,17323.623519015164,0.192526
1568,17323.623566344573,0.179624
1569,17323.623662210895,0.143651
1570,17323.6238982175,0.126453
1571,17323.624216047378,0.130393
1572,17323.624216047378,0.134735
1573,17323.624237482207,0.117937
1574,17323.624237482207,0.124967
1575,17323.624716220067,0.096835
1576,17323.624728892166,0.097666
1577,17323.62473453607,0.073964
1578,17323.625023075685,0.073157
1579,17323.625050698127,0.074368
1580,17323.625050698127,0.076027
1581,17323.62508159617,0.08496
1582,17323.62508159617,0.086007
1583,17323.62515941667,0.082321
1584,17323.62526840874,0.077791
1585,17323.625300774464,0.082562
1586,17323.62565734781,0.077452
1587,17323.625663358634,0.075957
1588,17323.625739894916,0.075689
1589,17323.625753037344,0.073998
1590,17323.62583815623,0.073765
1591,17323.62599918096,0.072764
1592,17323.62609080101,0.074385
1593,17323.62611036788,0.076107
1594,17323.62614950162,0.073299
1595,17323.62638283304,0.073031
1596,17323.62640758016,0.075314
1597,17323.626444452337,0.083548
1598,17323.626853808863,0.080924
1599,17323.626854742844,0.084818
1600,17323.62686785191,0.093091
1601,17323.626989612814,0.096038
1602,17323.62702019397,0.08548
1603,17323.627044534143,0.043494
1604,17323.627104408897,0.122312
1605,17323.627104408897,0.126092
1606,17323.62742680193,0.130004
1607,17323.62742680193,0.133022
1608,17323.627526991244,0.111669
1609,17323.627734274643,0.122361
1610,17323.62786539869,0.122271
1611,17323.627943349282,0.109357
1612,17323.627943349282,0.124583
1613,17323.62802021579,0.115559
1614,17323.628099087022,0.1246
1615,17323.628454943206,0.114263
1616,17323.628454943206,0.120661
1617,17323.628839682704,0.106754
1618,17323.628868385895,0.101299
1619,17323.629006401374,0.090887
1620,17323.629006401374,0.096818
1621,17323.629062316726,0.105051
1622,17323.62943063153,0.090948
1623,17323.62947658665,0.096768
1624,17323.62947658665,0.096856
1625,17323.629733854632,0.094914
1626,17323.629756783826,0.101013
1627,17323.63012315395,0.094306
1628,17323.63012315395,0.099263
1629,17323.63012315395,0.101183
1630,17323.630221328538,0.086658
1631,17323.630221328538,0.093542
1632,17323.630221328538,0.095361
1633,17323.630229614268,0.085437
1634,17323.630229614268,0.095424
1635,17323.63051903449,0.100269
1636,17323.631034941398,0.08212
1637,17323.631034941398,0.097055
1638,17323.631034941398,0.099628
1639,17323.631034941398,0.100005
1640,17323.631034941398,0.103159
1641,17323.631034941398,0.103973
1642,17323.631842786937,0.077818
1643,17323.632085211317,0.080692
1644,17323.63216480972,0.080472
1645,17323.63216480972,0.082684
1646,17323.63216480972,0.085028
1647,17323.632505351972,0.075415
1648,17323.632512566965,0.069928
1649,17323.63266101633,0.06522
1650,17323.63266101633,0.073627
1651,17323.632989890513,0.063933
1652,17323.63308438255,0.061024
1653,17323.633298457316,0.066656
1654,17323.63343735674,0.062576
1655,17323.63343735674,0.064926
1656,17323.63381183247,0.058459
1657,17323.63390711839,0.056228
1658,17323.63390711839,0.060344
1659,17323.634037128333,0.0614
1660,17323.63417160803,0.053726
1661,17323.634430970797,0.047903
1662,17323.634430970797,0.053076
1663,17323.6344473121,0.052116
1664,17323.6345293155,0.051864
1665,17323.634592339098,0.050535
1666,17323.634667014092,0.05249
1667,17323.63493655723,0.046715
1668,17323.634990731374,0.039908
1669,17323.634990731374,0.041434
1670,17323.635004327447,0.040926
1671,17323.635004327447,0.043131
1672,17323.635066343682,0.03094
1673,17323.635066343682,0.04163
1674,17323.6351702489,0.038732
1675,17323.6351702489,0.040824
1676,17323.635388289742,0.039516
1677,17323.635495130322,0.040105
1678,17323.636175724492,0.034233
1679,17323.636175724492,0.039487
1680,17323.63622393118,0.038206
1681,17323.636290767416,0.03829
1682,17323.636290767416,0.039752
1683,17323.63629913654,0.036604
1684,17323.63629913654,0.039089
1685,17323.63629913654,0.039641
1686,17323.63629913654,0.040075
1687,17323.637058041553,0.037953
1688,17323.637058041553,0.039989
1689,17323.637058041553,0.041464
1690,17323.637425622514,0.034997
1691,17323.637425622514,0.038975
1692,17323.637425622514,0.04139
1693,17323.637712717795,0.041335
1694,17323.637716713893,0.03224
1695,17323.637716713893,0.033397
1696,17323.637716713893,0.033748
1697,17323.637716713893,0.033813
1698,17323.63788052055,0.024106
1699,17323.63788052055,0.027721
1700,17323.63788052055,0.035198
1701,17323.63788052055,0.037708
1702,17323.638293793123,0.036374
1703,17323.638503368107,0.031527
1704,17323.638672972105,0.030437
1705,17323.639031593535,0.01573
